object_id;source_topology_id;java_area;julia_area;java_Ri_PAR_0_q;julia_Ri_PAR_0_q;java_Ri_PAR_q;julia_Ri_PAR_q;java_Ri_custom_0_q;julia_Ri_custom_0_q;java_Ri_custom_q;julia_Ri_custom_q;absdiff_Ri_PAR_q;reldiff_Ri_PAR_q
-1;50;0.00390625;0.00390625;66.71335925879158;66.71336243096337;66.81508181588927;66.81508499250727;66.71335925879158;66.71336243096337;66.81508181588927;66.81508499250727;3.1766179944270334e-6;4.754342744322739e-8
-1;51;0.00390625;0.00390625;68.37887577985886;68.37887911316429;68.53936301936392;68.53936636415243;68.37887577985884;68.37887911316429;68.5393630193639;68.53936636415243;3.3447885101622887e-6;4.8800986218931015e-8
-1;52;0.00390625;0.00390625;69.07847099817857;69.0784753663668;69.16657608393717;69.16658045791375;69.07847099817856;69.0784753663668;69.16657608393716;69.16658045791375;4.373976580041017e-6;6.32382984338125e-8
-1;53;0.00390625;0.00390625;69.48017008148449;69.48017303658726;69.63723651322212;69.63723947678021;69.48017008148447;69.48017303658726;69.6372365132221;69.63723947678021;2.963558088708851e-6;4.2557089239837307e-8
-1;54;0.00390625;0.00390625;70.04364130615447;70.04364558149878;70.08570872295398;70.08571300078766;70.04364130615447;70.04364558149878;70.08570872295398;70.08571300078766;4.27783368195378e-6;6.103717519450201e-8
-1;55;0.00390625;0.00390625;70.19770378464959;70.19770733856846;70.2086241883558;70.20862774286775;70.19770378464959;70.19770733856846;70.2086241883558;70.20862774286775;3.554511948777872e-6;5.0627853627238477e-8
-1;56;0.00390625;0.00390625;69.32035940247981;69.3203637358087;69.36287798684725;69.36288232130457;69.32035940247981;69.3203637358087;69.36287798684725;69.36288232130457;4.334457315735563e-6;6.248958292297895e-8
-1;57;0.00390625;0.00390625;67.25921809257989;67.25922151454098;67.36379463206795;67.36379806066752;67.25921809257989;67.25922151454098;67.36379463206795;67.36379806066752;3.4285995695881866e-6;5.089677011686678e-8
-1;58;0.00390625;0.00390625;65.63379181172411;65.63379468041565;65.76163606777698;65.76163894003652;65.63379181172411;65.63379468041565;65.76163606777698;65.76163894003652;2.872259543096334e-6;4.3676826107794073e-8
-1;59;0.00390625;0.00390625;66.36151267231568;66.3615166368078;66.58355139424434;66.58355537196226;66.36151267231567;66.3615166368078;66.58355139424432;66.58355537196226;3.977717923930868e-6;5.974024876472288e-8
-1;60;0.00390625;0.00390625;69.80357767240297;69.80358154347397;69.91902404789028;69.9190279256988;69.80357767240297;69.80358154347397;69.91902404789028;69.9190279256988;3.877808524066495e-6;5.54614223649694e-8
